Gene Name	UniProt ID	Peptide Name	ENZYME ID
Cre02.g116200	A8I2P2	Cre02.g116200.t1.2	
Cre02.g143392	A0A2K3E3Z1	Cre02.g143392.t1.2	
Cre02.g098250	A8I247	Cre02.g098250.t1.2	
Cre02.g141600	A0A2K3E452	Cre02.g141600.t1.2	3.2.1.78
Cre02.g114001	A0A2K3E3A8	Cre02.g114001.t1.2	
Cre02.g095129	A0A2K3E1V5	Cre02.g095129.t1.1	2.7.11.1
Cre02.g080100	A0A2K3E0H0	Cre02.g080100.t1.1	
Cre02.g108500	A0A2K3E2S9	Cre02.g108500.t1.1	
Cre02.g142126	A8JDK1	Cre02.g142126.t1.1	
Cre02.g114000	A0A2K3E362	Cre02.g114000.t1.1	
Cre02.g076650	A8IA60	Cre02.g076650.t1.2	
Cre02.g086200	A0A2K3E0W4	Cre02.g086200.t1.2	
Cre02.g099000	A8I202	Cre02.g099000.t1.2	
Cre02.g078507	A8IAE5	Cre02.g078507.t1.2	
Cre02.g113550	A0A2K3E348	Cre02.g113550.t1.2	
Cre02.g077650	A8IAA3	Cre02.g077650.t1.2	3.1.3.16
Cre02.g077650	A8IAA3	Cre02.g077650.t1.2	3.1.3.48
Cre02.g143500	A0A2K3E451	Cre02.g143500.t1.1	3.1.4.17
Cre02.g141946	A0A2K3E4B8	Cre02.g141946.t1.1	2.7.12.1
Cre02.g141946	A0A2K3E4E0	Cre02.g141946.t3.1	2.7.12.1
Cre02.g141946	A0A2K3E4C4	Cre02.g141946.t2.1	
Cre02.g147750	A0A2K3E3S5	Cre02.g147750.t1.2	
Cre02.g113850	A0A2K3E393	Cre02.g113850.t1.1	2.5.1.61
Cre02.g141950	A0A2K3E494	Cre02.g141950.t1.1	
Cre02.g147450	A0A2K3E3P7	Cre02.g147450.t1.1	
Cre02.g101400	A0A2K3E2B8	Cre02.g101400.t1.2	
Cre02.g141566	A0A2K3E479	Cre02.g141566.t1.1	
Cre02.g144009	A0A2K3E3Y8	Cre02.g144009.t1.1	3.1.1.5
Cre02.g108650	A8I3N8	Cre02.g108650.t1.2	2.7.11.1
Cre02.g107750	A0A2K3E2R1	Cre02.g107750.t1.2	
Cre02.g109366	A0A2K3E2U5	Cre02.g109366.t1.1	2.1.1.43
Cre02.g109900	A0A2K3E2U2	Cre02.g109900.t1.2	
Cre02.g104050	A0A2K3E2I8	Cre02.g104050.t1.2	
Cre02.g095086	A0A2K3E1K4	Cre02.g095086.t1.1	
Cre02.g143801	A0A2K3E3Z5	Cre02.g143801.t3.1	
Cre02.g143801	A0A2K3E3Z5	Cre02.g143801.t1.1	
Cre02.g143801	A0A2K3E3X5	Cre02.g143801.t2.1	
Cre02.g143801	A0A2K3E400	Cre02.g143801.t4.1	
Cre02.g100566	A0A2K3E2A0	Cre02.g100566.t1.1	
Cre02.g143000	A0A2K3E3Z9	Cre02.g143000.t1.2	2.3.1.15
Cre02.g086150	A0A2K3E0U8	Cre02.g086150.t1.2	
Cre02.g144000	A0A2K3E3X7	Cre02.g144000.t1.2	
Cre02.g143447	A0A2K3E4P7	Cre02.g143447.t1.1	
Cre02.g115500	A0A2K3E390	Cre02.g115500.t1.2	
Cre02.g106300	A0A2K3E2N9	Cre02.g106300.t1.2	
Cre02.g104500	A0A2K3E2J6	Cre02.g104500.t1.1	
Cre02.g100000	A8I4Y6	Cre02.g100000.t1.2	
Cre02.g081350	A0A2K3E0K5	Cre02.g081350.t1.1	3.5.1.19
Cre02.g144050	A0A2K3E3W2	Cre02.g144050.t1.2	2.4.2.41
Cre02.g144050	A0A2K3E3W8	Cre02.g144050.t2.1	2.4.2.41
Cre02.g082150	A0A2K3E0P4	Cre02.g082150.t1.1	2.7.1.39
Cre02.g119201	A0A2K3E3H9	Cre02.g119201.t1.1	
Cre02.g095035	A0A2K3E1J1	Cre02.g095035.t1.1	
Cre02.g084400	A0A2K3E0V9	Cre02.g084400.t1.2	1.14.11.2
Cre02.g108100	A0A2K3E2Q6	Cre02.g108100.t1.1	
Cre02.g090200	A0A2K3E168	Cre02.g090200.t1.1	
Cre02.g095046	A0A2K3E1M7	Cre02.g095046.t1.1	2.7.11.1
Cre02.g105287	A0A2K3E2K8	Cre02.g105287.t1.2	
Cre02.g092150	A0A1Z4F5T9	Cre02.g092150.t1.2	
Cre02.g089600	A0A2K3E156	Cre02.g089600.t1.1	
Cre02.g085450	Q9S7V1	Cre02.g085450.t1.2	1.3.3.3
Cre02.g080600	A0A2K3E0I1	Cre02.g080600.t1.2	
Cre02.g147050	A0A2K3E3N1	Cre02.g147050.t1.2	
Cre02.g103000	A0A2K3E2E2	Cre02.g103000.t1.2	
Cre02.g114250	A0A2K3E365	Cre02.g114250.t1.2	4.1.3.36
Cre02.g077300	A8IA86	Cre02.g077300.t1.2	3.6.4.13
Cre02.g113150	A0A2K3E366	Cre02.g113150.t1.2	
Cre02.g101500	A0A2K3E2B9	Cre02.g101500.t1.2	
Cre02.g142150	A8J0Q1	Cre02.g142150.t1.2	
Cre02.g092550	A0A2K3E1C5	Cre02.g092550.t1.1	5.2.1.8
Cre02.g104876	A0A2K3E2K4	Cre02.g104876.t1.1	
Cre02.g081900	A0A2K3E0K2	Cre02.g081900.t1.2	
Cre02.g094801	A0A2K3E1I8	Cre02.g094801.t1.1	
Cre02.g084000	A8I8A6	Cre02.g084000.t1.2	
Cre02.g101950	A0A2K3E2C0	Cre02.g101950.t1.2	2.1.1.35
Cre02.g141186	A0A2K3E4D3	Cre02.g141186.t1.1	
Cre02.g116000	A0A2K3E3D3	Cre02.g116000.t1.1	
Cre02.g111800	A0A2K3E312	Cre02.g111800.t1.2	
Cre02.g106550	A0A2K3E2P1	Cre02.g106550.t1.2	
Cre02.g092050	A0A2K3E177	Cre02.g092050.t1.1	
Cre02.g087950	A0A2K3E124	Cre02.g087950.t1.2	6.1.1.10
Cre02.g095068	A0A2K3E1M6	Cre02.g095068.t1.1	
Cre02.g142306	A0A2K3E4D5	Cre02.g142306.t1.1	
Cre02.g120301	A0A2K3E3M3	Cre02.g120301.t1.1	
Cre02.g116650	A8I2L8	Cre02.g116650.t1.2	3.5.1.52
Cre02.g098700	A0A2K3E249	Cre02.g098700.t1.2	3.6.3.19
Cre02.g095151	A0A2K3E1V2	Cre02.g095151.t1.1	3.6.3.25
Cre02.g075700	A8IA18	Cre02.g075700.t1.2	
Cre02.g142800	A8J0Q8	Cre02.g142800.t1.2	1.8.1.8
Cre02.g085900	A8I8K4	Cre02.g085900.t1.2	3.1.3.25
Cre02.g088651	A0A2K3E131	Cre02.g088651.t1.2	
Cre02.g095137	A0A2K3E1V3	Cre02.g095137.t1.1	1.2.7.1
Cre02.g095137	A0A2K3E1U7	Cre02.g095137.t2.1	1.2.7.1
Cre02.g096601	A0A2K3E1Z8	Cre02.g096601.t1.1	
Cre02.g104600	A0A2K3E2K5	Cre02.g104600.t1.2	
Cre02.g095093	A8JEK8	Cre02.g095093.t1.1	
Cre02.g120001	A0A2K3E3L0	Cre02.g120001.t1.1	
Cre02.g145133	A0A2K3E3T1	Cre02.g145133.t1.2	
Cre02.g142967	A0A2K3E4H3	Cre02.g142967.t1.1	
Cre02.g141726	A0A2K3E490	Cre02.g141726.t1.1	
Cre02.g095072	A8JG37	Cre02.g095072.t1.1	
Cre02.g100850	A0A2K3E295	Cre02.g100850.t1.1	
Cre02.g119950	A0A2K3E3J6	Cre02.g119950.t1.2	
Cre02.g078150	A0A2K3E0A4	Cre02.g078150.t1.1	
Cre02.g079800	A0A2K3E0I6	Cre02.g079800.t1.2	
Cre02.g081700	A0A2K3E0K4	Cre02.g081700.t1.1	
Cre02.g142827	A0A2K3E4G9	Cre02.g142827.t1.1	
Cre02.g095152	A0A2K3E1V6	Cre02.g095152.t1.1	
Cre02.g105300	A8I471	Cre02.g105300.t1.1	
Cre02.g074400	A0A2K3E039	Cre02.g074400.t1.1	
Cre02.g118050	A0A2K3E3F5	Cre02.g118050.t1.2	
Cre02.g094500	A8I9N6	Cre02.g094500.t1.2	
Cre02.g102200	A2PZB7	Cre02.g102200.t1.1	
Cre02.g099150	A8I1Y7	Cre02.g099150.t1.2	
Cre02.g117700	A8JGU3	Cre02.g117700.t1.1	
Cre02.g095037	A0A2K3E1L3	Cre02.g095037.t1.1	
Cre02.g115650	A0A2K3E3A0	Cre02.g115650.t1.2	4.1.2.13
Cre02.g074474	A0A2K3E037	Cre02.g074474.t1.1	
Cre02.g104201	A0A2K3E2I9	Cre02.g104201.t1.1	2.7.11.25
Cre02.g141000	A0A2K3E437	Cre02.g141000.t1.1	3.1.26.3
Cre02.g095095	A0A2K3E1Q2	Cre02.g095095.t1.1	
Cre02.g091400	A0A2K3E199	Cre02.g091400.t1.1	
Cre02.g099350	A0A2K3E279	Cre02.g099350.t1.1	2.7.11.1
Cre02.g074100	A0A2K3E004	Cre02.g074100.t1.2	
Cre02.g079650	A0A2K3E0G6	Cre02.g079650.t1.1	
Cre02.g090350	A0A2K3E171	Cre02.g090350.t1.1	
Cre02.g097250	A0A2K3E212	Cre02.g097250.t1.1	
Cre02.g097600	A0A2K3E250	Cre02.g097600.t1.1	
Cre02.g095118	A0A2K3E1T0	Cre02.g095118.t1.1	
Cre02.g074626	A0A2K3E028	Cre02.g074626.t1.1	
Cre02.g095200	A8I2H7	Cre02.g095200.t1.2	3.6.1.3
Cre02.g145050	A8J0V1	Cre02.g145050.t1.2	2.7.1.148
Cre02.g108400	A8I3Q3	Cre02.g108400.t1.2	2.4.99.18
Cre02.g099650	A0A2K3E261	Cre02.g099650.t1.2	
Cre02.g084850	A0A2K3E0X0	Cre02.g084850.t1.1	2.7.11.1
Cre02.g141626	A0A2K3E4A6	Cre02.g141626.t1.1	2.1.1.125
Cre02.g141626	A0A2K3E4A6	Cre02.g141626.t1.1	2.1.1.126
Cre02.g096400	A0A2K3E1Z0	Cre02.g096400.t1.2	
Cre02.g095121	A0A2K3E1S1	Cre02.g095121.t1.1	5.4.99.19
Cre02.g080250	A0A2K3E0K3	Cre02.g080250.t1.2	
Cre02.g095139	A0A2K3E1W9	Cre02.g095139.t1.1	
Cre02.g114650	A0A2K3E378	Cre02.g114650.t1.1	
Cre02.g087750	A0A2K3E112	Cre02.g087750.t1.2	2.7.11.1
Cre02.g095061	A0A2K3E1L0	Cre02.g095061.t1.1	
Cre02.g079050	A0A2K3E0F5	Cre02.g079050.t1.1	2.3.1.20
Cre02.g109550	A0A2K3E2W1	Cre02.g109550.t1.2	2.7.2.4
Cre02.g109550	A0A2K3E2W1	Cre02.g109550.t1.2	1.1.1.3
Cre02.g107256	A0A2K3E2N5	Cre02.g107256.t1.1	
Cre02.g075200	A0A2K3E043	Cre02.g075200.t1.1	
Cre02.g111700	A8I368	Cre02.g111700.t1.2	
Cre02.g112500	A0A2K3E308	Cre02.g112500.t1.1	2.7.11.1
Cre02.g095900	B1B5J9	Cre02.g095900.t1.2	
Cre02.g095104	A0A2K3E1Q1	Cre02.g095104.t1.1	
Cre02.g083350	A8I870	Cre02.g083350.t1.1	
Cre02.g078939	A0A2K3E0E6	Cre02.g078939.t1.1	4.1.99.13
Cre02.g081800	A0A2K3E0J0	Cre02.g081800.t1.2	4.6.1.1
Cre02.g142050	A0A2K3E420	Cre02.g142050.t1.2	
Cre02.g144300	A0A2K3E3V2	Cre02.g144300.t1.2	
Cre02.g077976	A0A2K3E0B0	Cre02.g077976.t1.1	
Cre02.g145452	A8J0V9	Cre02.g145452.t1.1	
Cre02.g143800	A0A2K3E443	Cre02.g143800.t1.1	3.6.4.12
Cre02.g087000	A0A2K3E0Z5	Cre02.g087000.t1.1	
Cre02.g087666	A0A2K3E121	Cre02.g087666.t1.1	
Cre02.g112750	A0A2K3E338	Cre02.g112750.t1.2	
Cre02.g075800	A0A2K3E055	Cre02.g075800.t1.2	
Cre02.g077150	A0A2K3E0C6	Cre02.g077150.t1.1	
Cre02.g147350	A0A2K3E3M4	Cre02.g147350.t1.2	
Cre02.g115000	A0A2K3E385	Cre02.g115000.t1.1	
Cre02.g088950	A0A2K3E163	Cre02.g088950.t1.2	
Cre02.g145600	A0A2K3E3R7	Cre02.g145600.t1.1	
Cre02.g145600	A0A2K3E3S0	Cre02.g145600.t2.1	
Cre02.g073700	A8I9S9	Cre02.g073700.t2.1	4.1.1.37
Cre02.g073700	A8I9S9	Cre02.g073700.t1.2	4.1.1.37
Cre02.g085050	A0A141CN33	Cre02.g085050.t1.2	
Cre02.g143352	A0A2K3E407	Cre02.g143352.t1.1	
Cre02.g109683	A0A2K3E2W3	Cre02.g109683.t1.1	
Cre02.g089400	A0A2K3E173	Cre02.g089400.t1.1	2.7.11.18
Cre02.g098000	A0A2K3E236	Cre02.g098000.t1.2	3.2.1.78
Cre02.g077850	A0A2K3E0A7	Cre02.g077850.t1.2	
Cre02.g141350	A8J0N6	Cre02.g141350.t1.2	
Cre02.g146750	A0A2K3E3Q5	Cre02.g146750.t1.1	
Cre02.g109333	A0A2K3E2W9	Cre02.g109333.t1.1	
Cre02.g095125	A0A2K3E1T9	Cre02.g095125.t1.1	
Cre02.g144605	A0A2K3E3U3	Cre02.g144605.t1.1	
Cre02.g110800	A0A2K3E302	Cre02.g110800.t1.1	
Cre02.g141206	A0A2K3E456	Cre02.g141206.t1.1	
Cre02.g088450	A0A2K3E128	Cre02.g088450.t1.1	
Cre02.g145700	A8J0W7	Cre02.g145700.t1.2	
Cre02.g141800	A0A2K3E426	Cre02.g141800.t1.2	2.7.11.1
Cre02.g080500	A0A2K3E0H4	Cre02.g080500.t1.2	2.4.1.17
Cre02.g095044	A0A2K3E1K2	Cre02.g095044.t1.1	
Cre02.g112650	A0A2K3E357	Cre02.g112650.t1.2	
Cre02.g111108	A0A2K3E301	Cre02.g111108.t1.2	
Cre02.g142850	A8J0Q9	Cre02.g142850.t1.2	
Cre02.g107950	A8I3T1	Cre02.g107950.t1.2	
Cre02.g112366	A0A2K3E329	Cre02.g112366.t1.1	
Cre02.g107550	A8I3U7	Cre02.g107550.t1.2	
Cre02.g107550	A8I3U7	Cre02.g107550.t2.1	
Cre02.g095127	A0A2K3E1T8	Cre02.g095127.t1.1	
Cre02.g089311	A0A2K3E151	Cre02.g089311.t1.1	3.1.3.2
Cre02.g098500	A0A2K3E251	Cre02.g098500.t1.2	
Cre02.g084800	A0A2K3E0T4	Cre02.g084800.t1.2	5.99.1.3
Cre02.g143087	A0A2K3E4I1	Cre02.g143087.t1.1	
Cre02.g143087	A0A2K3E4I1	Cre02.g143087.t2.1	
Cre02.g094050	A0A2K3E1G7	Cre02.g094050.t1.1	
Cre02.g142747		Cre02.g142747.t1.1	
Cre02.g118900	A0A2K3E3H5	Cre02.g118900.t1.2	
Cre02.g082700	A0A2K3E0L0	Cre02.g082700.t1.2	
Cre02.g109100	A0A2K3E2U1	Cre02.g109100.t1.1	3.1.4.53
Cre02.g074000	A0A2K3E032	Cre02.g074000.t1.1	
Cre02.g074000	A0A2K3E003	Cre02.g074000.t2.1	
Cre02.g095058	A0A2K3E1L6	Cre02.g095058.t1.1	
Cre02.g116350	A0A2K3E3A9	Cre02.g116350.t1.2	
Cre02.g100200	Q6QAY1	Cre02.g100200.t1.2	
Cre02.g092900	Q84UB2	Cre02.g092900.t1.2	6.3.5.2
Cre02.g096700	A0A2K3E213	Cre02.g096700.t1.1	
Cre02.g095148	A0A2K3E1X4	Cre02.g095148.t1.1	
Cre02.g100950	A0A2K3E2A8	Cre02.g100950.t1.1	
Cre02.g085750	A0A2K3E0T1	Cre02.g085750.t1.1	4.6.1.1
Cre02.g106900	A0A2K3E2N7	Cre02.g106900.t1.2	
Cre02.g143050	A8J0R4	Cre02.g143050.t1.2	
Cre02.g105026	A0A2K3E2I3	Cre02.g105026.t1.1	
Cre02.g089650	A0A2K3E154	Cre02.g089650.t1.1	
Cre02.g091850	A0A2K3E1B3	Cre02.g091850.t1.2	4.2.1.18
Cre02.g141046	A0A2K3E458	Cre02.g141046.t1.1	
Cre02.g077800	A0A2K3E0C1	Cre02.g077800.t1.2	
Cre02.g095113	A0A2K3E1R1	Cre02.g095113.t1.1	
Cre02.g095059	A0A2K3E1L8	Cre02.g095059.t1.1	
Cre02.g099900	A0A2K3E281	Cre02.g099900.t1.2	
Cre02.g090700	A0A2K3E1A8	Cre02.g090700.t1.1	2.7.11.1
Cre02.g147150	A0A2K3E3M6	Cre02.g147150.t1.1	
Cre02.g077451	A0A2K3E0A5	Cre02.g077451.t1.1	3.1.1.1
Cre02.g141550	A0A2K3E436	Cre02.g141550.t1.2	3.4.21.53
Cre02.g119526	A0A2K3E3I6	Cre02.g119526.t1.1	
Cre02.g147850	A0A2K3E3L7	Cre02.g147850.t1.2	3.4.25.2
Cre02.g143400	A0A2K3E402	Cre02.g143400.t1.1	3.1.4.17
Cre02.g144006	A0A2K3E423	Cre02.g144006.t1.1	
Cre02.g120200	A0A2K3E3M8	Cre02.g120200.t1.2	4.1.1.39
Cre02.g108550	A0A2K3E2R7	Cre02.g108550.t1.1	
Cre02.g147550	A0A2K3E3N6	Cre02.g147550.t1.1	
Cre02.g142266	A5YU14	Cre02.g142266.t1.1	
Cre02.g086076	A0A2K3E0V7	Cre02.g086076.t1.2	
Cre02.g086076	A0A2K3E0Z1	Cre02.g086076.t2.1	
Cre02.g101100	A0A2K3E298	Cre02.g101100.t1.1	
Cre02.g146200	A0A2K3E3P0	Cre02.g146200.t1.1	
Cre02.g100900	A0A2K3E2A4	Cre02.g100900.t1.2	
Cre02.g080800	A0A2K3E0I4	Cre02.g080800.t1.2	
Cre02.g109150	A0A2K3E2V4	Cre02.g109150.t1.1	
Cre02.g141906	A0A2K3E4A0	Cre02.g141906.t1.1	
Cre02.g108200	A0A2K3E2S3	Cre02.g108200.t1.1	
Cre02.g106350	A8I415	Cre02.g106350.t1.2	
Cre02.g109200	A0A2K3E2V8	Cre02.g109200.t1.1	
Cre02.g075400	A0A2K3E051	Cre02.g075400.t1.1	
Cre02.g075400	A0A2K3E057	Cre02.g075400.t2.1	
Cre02.g117300	A8I2I8	Cre02.g117300.t1.2	
Cre02.g144002	A0A2K3E3Y7	Cre02.g144002.t1.1	5.4.99.24
Cre02.g144002	A0A2K3E3W3	Cre02.g144002.t2.1	5.4.99.24
Cre02.g142106	A0A2K3E4C3	Cre02.g142106.t1.1	
Cre02.g143407	A0A2K3E4J8	Cre02.g143407.t1.1	
Cre02.g093800	A0A2K3E1G2	Cre02.g093800.t1.2	1.8.1.8
Cre02.g093800	A0A2K3E1G2	Cre02.g093800.t2.1	1.8.1.8
Cre02.g090750	A0A2K3E181	Cre02.g090750.t1.2	
Cre02.g093350	A0A2K3E1E9	Cre02.g093350.t1.1	
Cre02.g093350	A8I9G7	Cre02.g093350.t2.1	
Cre02.g106250	A0A2K3E2P9	Cre02.g106250.t1.2	
Cre02.g078885	A0A2K3E0E2	Cre02.g078885.t1.1	
Cre02.g084450	A0A2K3E0R9	Cre02.g084450.t1.2	1.14.11.2
Cre02.g095075	A8JG40	Cre02.g095075.t1.1	
Cre02.g095082	A0A2K3E1Q3	Cre02.g095082.t1.1	
Cre02.g098050	A0A2K3E247	Cre02.g098050.t1.2	2.3.1.75
Cre02.g142346	A0A2K3E4K2	Cre02.g142346.t1.1	
Cre02.g088151	A0A2K3E130	Cre02.g088151.t1.1	
Cre02.g142907	A0A2K3E4H0	Cre02.g142907.t1.1	
Cre02.g113300	A0A2K3E349	Cre02.g113300.t1.1	
Cre02.g143587	A0A2K3E4L2	Cre02.g143587.t1.1	
Cre02.g111400	A0A2K3E2Z6	Cre02.g111400.t1.2	
Cre02.g141100	A8J0N1	Cre02.g141100.t1.2	
Cre02.g081050	A0A2K3E0J7	Cre02.g081050.t1.2	
Cre02.g104400	A0A2K3E2I1	Cre02.g104400.t1.1	
Cre02.g114150	A0A2K3E352	Cre02.g114150.t1.1	
Cre02.g103350	A0A2K3E2G1	Cre02.g103350.t1.1	3.5.1.99
Cre02.g082050	A0A2K3E0M8	Cre02.g082050.t1.1	
Cre02.g099055	A0A2K3E280	Cre02.g099055.t1.2	
Cre02.g146550	A0A2K3E3Q8	Cre02.g146550.t1.1	
Cre02.g141786	A0A2K3E4B4	Cre02.g141786.t1.1	3.1.4.53
Cre02.g110100	A0A2K3E2X1	Cre02.g110100.t1.1	
Cre02.g109000	A0A2K3E2T9	Cre02.g109000.t1.2	
Cre02.g109000	A0A2K3E2S4	Cre02.g109000.t2.1	
Cre02.g118750	A0A2K3E3H6	Cre02.g118750.t1.1	
Cre02.g095088	A0A2K3E1P8	Cre02.g095088.t1.1	
Cre02.g143287	A0A2K3E4J6	Cre02.g143287.t1.1	
Cre02.g089950	Q8LLV9	Cre02.g089950.t1.2	
Cre02.g076700	A0A2K3E0B6	Cre02.g076700.t1.1	
Cre02.g091700	Q8LKK4	Cre02.g091700.t1.2	
Cre02.g083700	A0A2K3E0Q7	Cre02.g083700.t1.1	
Cre02.g082300	A0A2K3E0K0	Cre02.g082300.t1.2	
Cre02.g115400	A0A2K3E395	Cre02.g115400.t1.1	
Cre02.g083273	A0A2K3E0P1	Cre02.g083273.t1.2	
Cre02.g091226	A0A2K3E1A3	Cre02.g091226.t1.1	
Cre02.g073826	A0A2K3DZZ8	Cre02.g073826.t1.1	
Cre02.g113100	A8I311	Cre02.g113100.t1.2	
Cre02.g103770	A0A2K3E2G7	Cre02.g103770.t1.2	
Cre02.g094900	A0A2K3E1I6	Cre02.g094900.t1.1	2.4.1.255
Cre02.g093084	A0A2K3E1E0	Cre02.g093084.t1.1	
Cre02.g102551	A0A2K3E2D4	Cre02.g102551.t1.1	
Cre02.g110550	A0A2K3E2Y4	Cre02.g110550.t1.1	
Cre02.g114575	A0A2K3E376	Cre02.g114575.t1.1	
Cre02.g097221	A0A2K3E233	Cre02.g097221.t1.1	
Cre02.g113752	A0A2K3E343	Cre02.g113752.t1.2	
Cre02.g075050	Q8LP71	Cre02.g075050.t1.2	
Cre02.g112300	A0A2K3E334	Cre02.g112300.t1.1	3.4.22.53
Cre02.g144400	A0A2K3E3W6	Cre02.g144400.t1.1	
Cre02.g144400	A0A2K3E3V0	Cre02.g144400.t2.1	
Cre02.g095074	A0A2K3E1Q9	Cre02.g095074.t1.1	
Cre02.g101850	A8I4R4	Cre02.g101850.t1.2	2.3.1.88
Cre02.g094350	A0A2K3E1G3	Cre02.g094350.t1.1	
Cre02.g087600	A0A2K3E133	Cre02.g087600.t1.1	3.6.4.12
Cre02.g115508	A0A2K3E396	Cre02.g115508.t1.1	
Cre02.g088850	A8I8Z1	Cre02.g088850.t1.2	2.5.1.78
Cre02.g110250	A0A2K3E2V5	Cre02.g110250.t1.1	
Cre02.g106650	A0A2K3E2P6	Cre02.g106650.t1.1	2.7.11.1
Cre02.g104725	A0A2K3E2J3	Cre02.g104725.t1.1	
Cre02.g087300	A0A2K3E0X4	Cre02.g087300.t1.1	1.1.1.81
Cre02.g087300	A0A2K3E0X4	Cre02.g087300.t1.1	1.1.1.79
Cre02.g086700	A0A2K3E0Z0	Cre02.g086700.t1.2	
Cre02.g141486	A0A2K3E482	Cre02.g141486.t1.1	
Cre02.g078950	A0A2K3E0F8	Cre02.g078950.t1.1	3.4.24.38
Cre02.g084300	A8I8C3	Cre02.g084300.t1.2	
Cre02.g076433	A0A2K3E097	Cre02.g076433.t1.1	
Cre02.g145628	A0A2K3E3S9	Cre02.g145628.t1.2	
Cre02.g116450	A0A2K3E3B4	Cre02.g116450.t1.2	5.1.3.1
Cre02.g080900	A8I7V2	Cre02.g080900.t1.2	1.11.1.15
Cre02.g107300	A0A2K3E2N0	Cre02.g107300.t1.2	4.3.3.7
Cre02.g086850	A0A2K3E0W6	Cre02.g086850.t1.1	
Cre02.g095450	A0A2K3E1X7	Cre02.g095450.t1.2	5.2.1.8
Cre02.g106450	A0A2K3E2N1	Cre02.g106450.t1.1	
Cre02.g106450	A0A2K3E2M5	Cre02.g106450.t2.1	
Cre02.g110000	A0A2K3E2W6	Cre02.g110000.t1.1	6.3.2.19
Cre02.g110000	A0A2K3E2X7	Cre02.g110000.t2.1	6.3.2.19
Cre02.g105800	A0A2K3E2M8	Cre02.g105800.t1.1	
Cre02.g075500	A0A2K3E086	Cre02.g075500.t1.1	
Cre02.g076250	A0A2K3E076	Cre02.g076250.t1.1	
Cre02.g103050	A0A2K3E2E5	Cre02.g103050.t1.2	
Cre02.g084900	A0A2K3E0W1	Cre02.g084900.t1.2	
Cre02.g095111	A0A2K3E1T7	Cre02.g095111.t1.1	
Cre02.g095053	A0A2K3E1N8	Cre02.g095053.t1.1	2.7.11.22
Cre02.g095053	A0A2K3E1N8	Cre02.g095053.t2.1	2.7.11.22
Cre02.g112050	A0A2K3E323	Cre02.g112050.t1.1	
Cre02.g108900	A8I3M2	Cre02.g108900.t1.2	
Cre02.g145451	A0A2K3E3S1	Cre02.g145451.t1.2	
Cre02.g091950	A0A2K3E1B0	Cre02.g091950.t1.1	4.6.1.2
Cre02.g141406	A0A2K3E476	Cre02.g141406.t1.1	3.6.4.12
Cre02.g111200	A0A2K3E2Z9	Cre02.g111200.t1.1	
Cre02.g111200	A0A2K3E307	Cre02.g111200.t2.1	
Cre02.g111200	A0A2K3E307	Cre02.g111200.t3.1	
Cre02.g105950	A8I439	Cre02.g105950.t1.2	
Cre02.g105750	A0A2K3E2P3	Cre02.g105750.t1.1	
Cre02.g119000	A0A2K3E3I7	Cre02.g119000.t1.1	
Cre02.g073550	A2BCY1	Cre02.g073550.t1.2	
Cre02.g104300	A0A2K3E2G8	Cre02.g104300.t1.1	
Cre02.g082500	Q9AXJ2	Cre02.g082500.t1.1	1.97.1.12
Cre02.g144650	A8J0U1	Cre02.g144650.t1.2	
Cre02.g141106	A0A2K3E475	Cre02.g141106.t1.1	
Cre02.g141106	A0A2K3E475	Cre02.g141106.t2.1	
Cre02.g147600	A0A2K3E3M0	Cre02.g147600.t1.1	
Cre02.g086456	A0A2K3E0V6	Cre02.g086456.t1.2	
Cre02.g086456	A8I8M7	Cre02.g086456.t3.1	
Cre02.g086456	A0A2K3E0Z4	Cre02.g086456.t2.1	
Cre02.g142700	A0A2K3E419	Cre02.g142700.t1.2	
Cre02.g095102	A0A2K3E1S3	Cre02.g095102.t1.1	
Cre02.g095042	A0A2K3E1K0	Cre02.g095042.t1.1	
Cre02.g097500	A0A2K3E218	Cre02.g097500.t1.1	2.7.11.25
Cre02.g090500	A0A2K3E175	Cre02.g090500.t1.1	3.6.4.13
Cre02.g084600	A0A2K3E0T7	Cre02.g084600.t1.2	
Cre02.g095080	A0A2K3E1N9	Cre02.g095080.t1.1	
Cre02.g087551	A0A2K3E109	Cre02.g087551.t1.1	
Cre02.g113450	A0A2K3E330	Cre02.g113450.t1.1	
Cre02.g096455	A0A2K3E224	Cre02.g096455.t1.2	
Cre02.g115583	A0A2K3E3A2	Cre02.g115583.t1.1	
Cre02.g141686	A0A2K3E493	Cre02.g141686.t1.1	
Cre02.g095133	A0A2K3E1Q4	Cre02.g095133.t1.1	
Cre02.g103426	A0A2K3E2F7	Cre02.g103426.t1.1	
Cre02.g141005	A0A2K3E4B2	Cre02.g141005.t1.1	
Cre02.g082600	A0A2K3E0M4	Cre02.g082600.t1.1	
Cre02.g144900	A0A2K3E3T2	Cre02.g144900.t1.1	3.1.3.48
Cre02.g109750	A0A2K3E2X4	Cre02.g109750.t1.1	
Cre02.g087250	A8I8R3	Cre02.g087250.t1.1	
Cre02.g095032	A0A2K3E1I7	Cre02.g095032.t1.1	2.7.7.49
Cre02.g143047	A0A2K3E4N9	Cre02.g143047.t1.1	
Cre02.g077550	A8IA98	Cre02.g077550.t1.2	
Cre02.g077550	A8IA98	Cre02.g077550.t2.1	
Cre02.g080350	A0A2K3E0J5	Cre02.g080350.t1.1	3.4.19.12
